city,city_query,country,income_level,region,hemisphere,image_name,sat_image_name,tile_x,tile_y,patch_lon,patch_lat,min_lon,min_lat,max_lon,max_lat,patch_area_km2,indicator_column,indicator_value,indicator_value_log1p,indicator_value_raw,indicator_value_city_pct,city_split,indicator_split,split
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5394_9157.png,5394_9157.png,9157,5394,21.21459961037143,52.23452796025106,21.20361328125,52.227799418870696,21.2255859375,52.24125614966341,2.245952669603578,digital_total_cell_intensity,0.782103134479272,6.47349979519785,646.7467455538851,0.782103134479272,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4775_8674.png,4775_8674.png,8674,4775,10.601806645622649,59.80615973854116,10.5908203125,59.80063426102869,10.61279296875,59.8116849036565,1.5173776789516933,nighttime_light_intensity,0.4950657894736842,0.6387983622041739,,0.4950657894736842,seen_city,train_indicator,train
Perth,Perth,Australia,High income,East Asia & Pacific,south,9715_13458.png,9715_13458.png,13458,9715,115.71899412904344,-31.71882192060841,115.7080078125,-31.728167146023942,115.72998046875,-31.709476360019345,4.31419269805891,digital_modernization_tmi,0.3598901098901099,0.3598901098901099,1.389054507699239,0.3598901098901099,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5396_9150.png,5396_9150.png,9150,5396,21.06079101590761,52.20760633883072,21.0498046875,52.20087371733219,21.07177734375,52.2143386082582,2.248652711945065,population_count,0.9514661274014156,9.042704475018017,,0.9514661274014156,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9883_5521.png,9883_5521.png,5521,9883,-58.6779785297416,-34.80478260071289,-58.68896484375,-34.81380331711314,-58.6669921875,-34.79576153473033,4.023327713671917,education_accessibility,0.433048433048433,1.4944175753482671,3.456740081506929,0.433048433048433,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9874_5531.png,9874_5531.png,5531,9874,-58.45825196544228,-34.64224672967317,-58.46923828125,-34.65128519895414,-58.447265625,-34.633207911379586,4.038467516938266,food_accessibility,0.9715099715099716,4.775889384478885,117.61576274014436,0.9715099715099716,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6667_11556.png,6667_11556.png,11556,6667,73.92700194342812,31.737510822143555,73.916015625,31.728167146023942,73.93798828125,31.7468541629214,4.312001653662056,population_count,0.6871859296482412,9.225314625311352,,0.6871859296482412,seen_city,train_indicator,train
Munich,Munich,Germany,High income,Europe & Central Asia,north,5685_8730.png,5685_8730.png,8730,5685,11.83227540625642,48.144097592885416,11.8212890625,48.13676667969269,11.84326171875,48.15142814322122,2.6664780781967683,nighttime_light_intensity,0.5419776119402985,0.9238075471042372,,0.5419776119402985,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6565_3077.png,6565_3077.png,3077,6565,-112.3791504025636,33.62376768783182,-112.39013671875,33.61461929233378,-112.3681640625,33.63291573870477,4.135912560016571,digital_total_cell_intensity,0.7834499794153973,5.192662826780452,178.94708343999687,0.7834499794153973,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,10018_16156.png,10018_16156.png,16156,10018,175.00122068732,-37.204081227545615,174.990234375,-37.21283151445594,175.01220703125,-37.19533058280064,3.788483210070119,nighttime_light_intensity,0.6391437308868502,1.213997103577976,,0.6391437308868502,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5370_8096.png,5370_8096.png,8096,5370,-2.0983886677501484,52.55631573231732,-2.109375,52.54963607438229,-2.08740234375,52.562995039558,2.213789753082541,population_count,0.7870680044593088,8.822770278652104,,0.7870680044593088,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6554_3098.png,6554_3098.png,3098,6554,-111.9177246172814,33.82479330401749,-111.9287109375,33.815666308702774,-111.90673828125,33.83391995365471,4.11583441762776,digital_modernization_tmi,0.3964594483326472,0.3964594483326472,1.5721199325626694,0.3964594483326472,seen_city,train_indicator,train
Vienna,Vienna,Austria,High income,Europe & Central Asia,north,5681_8921.png,5681_8921.png,8921,5681,16.029052740043984,48.20270994703612,16.01806640625,48.19538740833338,16.0400390625,48.21003212234041,2.6579066525386605,digital_modernization_tmi,0.4020950846091861,0.4020950846091861,0.9421688469394176,0.4020950846091861,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5499_8525.png,5499_8525.png,8525,5499,7.327880851102334,50.79899107390514,7.31689453125,50.792047064406844,7.3388671875,50.805934726769074,2.3921208766912314,digital_modernization_tmi,0.3299110198494182,0.3299110198494182,0.7156037006704561,0.3299110198494182,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6676_11567.png,6676_11567.png,11567,6676,74.16870116433466,31.569175146492057,74.15771484375,31.55981453201842,74.1796875,31.578535426473373,4.327059290495896,digital_modernization_tmi,0.6130653266331658,0.6130653266331658,0.7342104026989047,0.6130653266331658,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5493_8518.png,5493_8518.png,8518,5493,7.174072256624314,50.88224277371721,7.1630859375,50.87531114220076,7.18505859375,50.889174048903314,2.3837988338663614,population_count,0.6399726214921286,7.415187667285069,,0.6399726214921286,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5501_8520.png,5501_8520.png,8520,5501,7.218017569298473,50.77120749423212,7.20703125,50.76425935711647,7.22900390625,50.778155274659234,2.3950622762072777,population_count,0.6344969199178645,7.397766698904807,,0.6344969199178645,seen_city,train_indicator,train
Daegu,Daegu,South Korea,High income,East Asia & Pacific,north,6441_14043.png,6441_14043.png,14043,6441,128.57299804337714,35.86234341178768,128.56201171875,35.8534396195918,128.583984375,35.87124685002796,3.918180320822524,digital_modernization_tmi,0.4779050736497545,0.4779050736497545,1.9072164536017349,0.4779050736497545,seen_city,train_indicator,train
Niigata,Niigata,Japan,High income,East Asia & Pacific,north,6331_14523.png,6331_14523.png,14523,6331,139.11987303224632,37.79676284651801,139.10888671875,37.78808138412046,139.130859375,37.80544394934272,3.728941314989063,education_accessibility,0.8140350877192982,2.6408932002461154,13.0257257962233,0.8140350877192982,seen_city,train_indicator,train
Dhaka,Dhaka,Bangladesh,Lower middle income,South Asia,north,7074_12293.png,7074_12293.png,12293,7074,90.12084957917388,23.83560073670959,90.10986328125,23.82555130688475,90.1318359375,23.84564988765935,4.989782639944747,digital_modernization_tmi,0.962406015037594,0.962406015037594,0.8063955848357175,0.962406015037594,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5381_8114.png,5381_8114.png,8114,5381,-1.7028808534009428,52.409120918770206,-1.7138671875,52.40241887397332,-1.69189453125,52.415822612378776,2.228801098715731,education_accessibility,0.1806020066889632,2.3023224721231057,8.997374136109022,0.1806020066889632,seen_city,train_indicator,train
Niigata,Niigata,Japan,High income,East Asia & Pacific,north,6324_14530.png,6324_14530.png,14530,6324,139.27368162723792,37.91820078910999,139.2626953125,37.90953361677019,139.28466796875,37.92686760148134,3.716376726086778,education_accessibility,0.3543859649122807,1.4710058740674523,3.3536121248826007,0.3543859649122807,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6592_3102.png,6592_3102.png,3102,6592,-111.82983399164225,33.12835088079568,-111.8408203125,33.11915022676886,-111.81884765625,33.137551192346145,4.181784940378898,nighttime_light_intensity,0.3544668587896253,0.8070743451509269,,0.3544668587896253,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5384_9165.png,5384_9165.png,9165,5384,21.39038086117652,52.36889137243047,21.37939453125,52.362183216744256,21.4013671875,52.3755991766591,2.2324588898932665,population_count,0.0773508594539939,2.707119022977295,,0.0773508594539939,seen_city,train_indicator,train
Jerusalem,Jerusalem,Israel,High income,"Middle East, North Africa, Afghanistan & Pakistan",north,6664_9788.png,6664_9788.png,9788,6664,35.07934572189422,31.79355490319999,35.068359375,31.78421688448737,35.09033203125,31.80289258670676,4.309853277063056,education_accessibility,0.1320754716981132,0.6755929787732368,0.9651979512031904,0.1320754716981132,seen_city,train_indicator,train
Guiyang,Guiyang,China,Upper middle income,East Asia & Pacific,north,6938_13035.png,6938_13035.png,13035,6938,106.42456056115051,26.539394058741067,106.41357421875,26.529565238267573,106.435546875,26.54922257769203,4.767656480621576,nighttime_light_intensity,0.156794425087108,0.7608762870403996,,0.156794425087108,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4779_8701.png,4779_8701.png,8701,4779,11.195068366239973,59.76192785599681,11.18408203125,59.7563950493563,11.2060546875,59.76746035005357,1.5216579371937773,digital_modernization_tmi,0.7125,0.7125,1.2766181924297657,0.7125,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5491_8527.png,5491_8527.png,8527,5491,7.371826163858311,50.90996033832887,7.36083984375,50.903032831112576,7.3828125,50.91688748924506,2.380779476084784,digital_modernization_tmi,0.0841889117043121,0.0841889117043121,0.6089758546704391,0.0841889117043121,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5473_8523.png,5473_8523.png,8523,5473,7.283935538516959,51.15867652763647,7.27294921875,51.15178610143037,7.294921875,51.16556659836182,2.355569475029512,digital_total_cell_intensity,0.6338124572210815,6.310665752430647,549.411264497925,0.6338124572210815,seen_city,train_indicator,train
Faisalabad,Faisalabad,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6678_11535.png,6678_11535.png,11535,6678,73.46557615794515,31.531725842032724,73.45458984375,31.52236147042144,73.4765625,31.54108987958581,4.332102777440033,digital_modernization_tmi,0.4975609756097561,0.4975609756097561,0.3508079334528782,0.4975609756097561,seen_city,train_indicator,train
Mianyang,Mianyang,China,Upper middle income,East Asia & Pacific,north,6677_12956.png,6677_12956.png,12956,6677,104.6887207003004,31.550452373038084,104.677734375,31.54108987958581,104.69970703125,31.55981453201842,4.328208292578908,food_accessibility,0.6294117647058823,1.57587190389881e-07,1.5758720280674296e-07,0.6294117647058823,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6571_3099.png,6571_3099.png,3099,6571,-111.89575196089912,33.51391911120067,-111.90673828125,33.504759069226075,-111.884765625,33.52307880890421,4.145386236550015,education_accessibility,0.8760806916426513,2.8607192849747443,16.474091268667504,0.8760806916426513,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,10017_16155.png,10017_16155.png,16155,10017,174.97924803088875,-37.186578266950775,174.96826171875,-37.19533058280064,174.990234375,-37.17782559332975,3.790291627000385,digital_modernization_tmi,0.0626911314984709,0.0626911314984709,0.949646892209878,0.0626911314984709,seen_city,train_indicator,train
Munich,Munich,Germany,High income,Europe & Central Asia,north,5686_8712.png,5686_8712.png,8712,5686,11.436767591583328,48.12943403548283,11.42578125,48.122101028190805,11.44775390625,48.13676667969269,2.6672378741492984,nighttime_light_intensity,0.8638059701492538,2.214243062289585,,0.8638059701492538,seen_city,train_indicator,train
Perth,Perth,Australia,High income,East Asia & Pacific,south,9725_13459.png,9725_13459.png,13459,9725,115.74096678553894,-31.905541151404336,115.72998046875,-31.914867503276216,115.751953125,-31.89621446335143,4.296894291949013,digital_modernization_tmi,0.478021978021978,0.478021978021978,1.4177435280116963,0.478021978021978,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5512_8497.png,5512_8497.png,8497,5512,6.712646472972164,50.61810256686024,6.70166015625,50.61113171332363,6.7236328125,50.62507306341436,2.41127985960079,population_count,0.6173853524982889,7.315560018571751,,0.6173853524982889,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6672_11582.png,6672_11582.png,11582,6672,74.4982910110817,31.64402864208282,74.4873046875,31.63467554954134,74.50927734375,31.653381399663985,4.319752976457637,digital_total_cell_intensity,0.0967336683417085,0.8650075124421008,1.375023928139841,0.0967336683417085,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6570_3104.png,6570_3104.png,3104,6570,-111.78588867869269,33.53223691113378,-111.796875,33.52307880890421,-111.77490234375,33.54139466898275,4.143483944504752,education_accessibility,0.4104569781803211,0.46736201583801,0.5957789961324007,0.4104569781803211,seen_city,train_indicator,train
Guiyang,Guiyang,China,Upper middle income,East Asia & Pacific,north,6936_13053.png,6936_13053.png,13053,6936,106.82006837760208,26.578701998451653,106.80908203125,26.56887654795064,106.8310546875,26.588527147308625,4.765919044197811,digital_total_cell_intensity,0.2125435540069686,1.448327684834005,3.255991201983174,0.2125435540069686,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4789_8696.png,4789_8696.png,8696,4789,11.085205084690418,59.65109140909459,11.07421875,59.645540251443215,11.09619140625,59.65664225341023,1.5316817060158514,education_accessibility,0.2957236842105263,0.6379741932894657,0.8926428644639322,0.2957236842105263,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6400_8310.png,6400_8310.png,8310,6400,2.6037597624398905,36.5890680454992,2.5927734375,36.58024660149864,2.61474609375,36.59788913307021,3.846639497843397,nighttime_light_intensity,0.2178030303030303,2.007404400061449,,0.2178030303030303,seen_city,train_indicator,train
Niigata,Niigata,Japan,High income,East Asia & Pacific,north,6328_14525.png,6328_14525.png,14525,6328,139.16381834510872,37.84883217601355,139.15283203125,37.84015683604134,139.1748046875,37.85750715625204,3.723607930093008,digital_modernization_tmi,0.6175438596491228,0.6175438596491228,1.93682046763822,0.6175438596491228,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6394_8330.png,6394_8330.png,8330,6394,3.04321289097139,36.694850615283066,3.0322265625,36.686041276581925,3.05419921875,36.70365959719454,3.8360628537886674,population_count,0.8011363636363636,9.716100290157373,,0.8011363636363636,seen_city,train_indicator,train
Alexandria,Alexandria,Egypt,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6698_9560.png,6698_9560.png,9560,6698,30.069580106222904,31.156408113707176,30.05859375,31.14700630855656,30.08056640625,31.16580958786196,4.373411062894316,digital_modernization_tmi,0.8151815181518152,0.8151815181518152,0.8523718850199126,0.8151815181518152,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,9989_16144.png,9989_16144.png,16144,9989,174.73754880999016,-36.69485061494725,174.7265625,-36.70365959719454,174.74853515625,-36.686041276581925,3.839925557393716,food_accessibility,0.6941896024464832,1.915475120306714,5.790164175602953,0.6941896024464832,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5366_8088.png,5366_8088.png,8088,5366,-2.2741699185624173,52.609719058642135,-2.28515625,52.6030475337285,-2.26318359375,52.61639023304538,2.208357102896945,digital_total_cell_intensity,0.987736900780379,8.656400724234118,5745.8130285709885,0.987736900780379,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6580_3078.png,6580_3078.png,3078,6580,-112.3571777461996,33.348884480190755,-112.3681640625,33.33970700424027,-112.34619140625,33.35806161277886,4.1619602355727405,digital_total_cell_intensity,0.293124742692466,2.6677700158022555,13.407804166766168,0.293124742692466,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6579_3069.png,6579_3069.png,3069,6579,-112.55493165416684,33.367237153697666,-112.56591796875,33.35806161277886,-112.5439453125,33.37641235124678,4.160732516224706,digital_modernization_tmi,0.9221902017291066,0.9221902017291066,1.7505193361013325,0.9221902017291066,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,10001_16145.png,10001_16145.png,16145,10001,174.75952146651676,-36.90597955782125,174.74853515625,-36.91476428895593,174.7705078125,-36.89719446989034,3.818898794390303,food_accessibility,0.963302752293578,3.207282470507748,23.7118397405176,0.963302752293578,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6396_8320.png,6396_8320.png,8320,6396,2.8234863267087613,36.65960590032787,2.8125,36.6507925250347,2.83447265625,36.66841891894785,3.839571054875399,food_accessibility,0.5928030303030303,0.980551424032322,1.6659258922973137,0.5928030303030303,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5397_9119.png,5397_9119.png,9119,5397,20.379638668989344,52.19413940751154,20.36865234375,52.187404745599686,20.390625,52.20087371733219,2.2501074418249707,nighttime_light_intensity,0.6663296258847321,1.8604665472656097,,0.6663296258847321,seen_city,train_indicator,train
Dhaka,Dhaka,Bangladesh,Lower middle income,South Asia,north,7064_12291.png,7064_12291.png,12291,7064,90.07690426631008,24.0364304731195,90.06591796875,24.02639666601733,90.087890625,24.04646399966657,4.974744031321817,digital_modernization_tmi,0.0977443609022556,0.0977443609022556,0.1708751733341895,0.0977443609022556,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4761_8698.png,4761_8698.png,8698,4761,11.129150397204471,59.96051013804464,11.1181640625,59.95501026206206,11.14013671875,59.966009702748345,1.5036196896009868,digital_modernization_tmi,0.6194078947368421,0.6194078947368421,1.2472724727297495,0.6194078947368421,seen_city,train_indicator,train
Cordoba,Cordoba,Argentina,Upper middle income,Latin America & Caribbean ,south,9698_5275.png,9698_5275.png,5275,9698,-64.08325196298695,-31.40053502519736,-64.09423828125,-31.409912194070984,-64.072265625,-31.391157522824702,4.34300429009774,population_count,0.5714285714285714,5.744083215481431,,0.5714285714285714,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9899_5531.png,9899_5531.png,5531,9899,-58.45825196530556,-35.092944993671566,-58.46923828125,-35.10193405724606,-58.447265625,-35.083955579276434,3.994816280092676,population_count,0.202991452991453,3.211694001115111,,0.202991452991453,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5408_9141.png,5408_9141.png,9141,5408,20.863037108733582,52.04573370587019,20.85205078125,52.038976583076206,20.8740234375,52.05249047600099,2.2649698386291424,food_accessibility,0.5080889787664308,1.6632660348736554,4.2765160181309465,0.5080889787664308,seen_city,train_indicator,train
Perth,Perth,Australia,High income,East Asia & Pacific,south,9721_13467.png,9721_13467.png,13467,9721,115.91674803710558,-31.83089875933499,115.90576171875,-31.84023266790936,115.927734375,-31.82156451492073,4.3034034583391865,digital_total_cell_intensity,0.592032967032967,4.906619611811583,134.18167463905343,0.592032967032967,seen_city,train_indicator,train
Lahore,Lahore,Pakistan,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6687_11578.png,6687_11578.png,11578,6687,74.41040038525298,31.363018189893296,74.3994140625,31.353636941500994,74.42138671875,31.37239910488051,4.345640793907806,population_count,0.3241206030150754,7.413434903796144,,0.3241206030150754,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6581_3105.png,6581_3105.png,3105,6581,-111.76391602228352,33.33052793719357,-111.77490234375,33.32134852669881,-111.7529296875,33.33970700424027,4.162580029354792,nighttime_light_intensity,0.8600247015232606,3.558616922097037,,0.8600247015232606,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6578_3082.png,6578_3082.png,3082,6578,-112.26928712042434,33.38558595669512,-112.2802734375,33.37641235124678,-112.25830078125,33.394759218577974,4.158276908105686,digital_modernization_tmi,0.2597776862906545,0.2597776862906545,1.5075311687516884,0.2597776862906545,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5381_8112.png,5381_8112.png,8112,5381,-1.7468261661032771,52.409120918774505,-1.7578125,52.40241887397332,-1.73583984375,52.415822612378776,2.2287727171778937,digital_modernization_tmi,0.2608695652173913,0.2608695652173913,0.9895281101813836,0.2608695652173913,seen_city,train_indicator,train
Luanda,Luanda,Angola,Lower middle income,Sub-Saharan Africa ,south,8594_8797.png,8594_8797.png,8797,8594,13.304443338543422,-8.80908225156418,13.29345703125,-8.819938928283143,13.3154296875,-8.798225459016347,5.805592386054139,digital_total_cell_intensity,0.8820224719101124,5.749105507476488,312.9097447462665,0.8820224719101124,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4746_8707.png,4746_8707.png,8707,4746,11.326904303992936,60.125091393490784,11.31591796875,60.11961885993202,11.337890625,60.13056361691419,1.4888502886086643,nighttime_light_intensity,0.7888157894736842,2.100576302941564,,0.7888157894736842,seen_city,train_indicator,train
Jerusalem,Jerusalem,Israel,High income,"Middle East, North Africa, Afghanistan & Pakistan",north,6667_9789.png,6667_9789.png,9789,6667,35.10131837836604,31.737510821918608,35.09033203125,31.728167146023942,35.1123046875,31.7468541629214,4.315119222744417,digital_modernization_tmi,0.1320754716981132,0.1320754716981132,0.8789946875316806,0.1320754716981132,seen_city,train_indicator,train
Auckland,Auckland,New Zealand,High income,East Asia & Pacific,south,9995_16139.png,9995_16139.png,16139,9995,174.62768552791286,-36.80048783875841,174.61669921875,-36.80928470205939,174.638671875,-36.79169061907076,3.8298302936750472,population_count,0.7232415902140673,7.57237884186622,,0.7232415902140673,seen_city,train_indicator,train
Havana,Havana,Cuba,Upper middle income,Latin America & Caribbean ,north,7116_4445.png,7116_4445.png,4445,7116,-82.32055665465482,22.98873791843181,-82.33154296875,22.97862397038491,-82.3095703125,22.99885159414292,5.044888223962348,digital_modernization_tmi,0.4739336492890995,0.4739336492890995,0.2331905378205782,0.4739336492890995,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4765_8670.png,4765_8670.png,8670,4765,10.513916020317154,59.91648315348864,10.5029296875,59.91097597079679,10.52490234375,59.92199002450385,1.5073464750450924,digital_total_cell_intensity,0.8953947368421052,5.802073061954542,329.98500159696255,0.8953947368421052,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5482_8498.png,5482_8498.png,8498,5482,6.734619129533498,51.03448529581464,6.7236328125,51.027576337802415,6.74560546875,51.04139389812637,2.368819910706455,population_count,0.0444900752908966,1.692358763122856,,0.0444900752908966,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5500_8500.png,5500_8500.png,8500,5500,6.778564442129987,50.78510134778235,6.767578125,50.778155274659234,6.78955078125,50.792047064406844,2.394160686115342,nighttime_light_intensity,0.8165639972621492,2.212099434275272,,0.8165639972621492,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9883_5523.png,9883_5523.png,5523,9883,-58.634033216871885,-34.804782600722696,-58.64501953125,-34.81380331711314,-58.623046875,-34.79576153473033,4.023206903818081,food_accessibility,0.5883190883190883,2.4867703798465035,11.022385614593752,0.5883190883190883,seen_city,train_indicator,train
Vienna,Vienna,Austria,High income,Europe & Central Asia,north,5677_8936.png,5677_8936.png,8936,5677,16.358642585591955,48.26125531040302,16.34765625,48.25394114463432,16.36962890625,48.26856911296433,2.6521495825932484,population_count,0.8839645447219984,8.028562786886777,,0.8839645447219984,seen_city,train_indicator,train
Oslo,Oslo,Norway,High income,Europe & Central Asia,north,4756_8661.png,4756_8661.png,8661,4756,10.316162113430066,60.01546171298466,10.30517578125,60.00997096118039,10.3271484375,60.02095215374802,1.498330083790791,nighttime_light_intensity,0.1873355263157894,0.0,,0.1873355263157894,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5387_9160.png,5387_9160.png,9160,5387,21.280517579421915,52.32862515472583,21.26953125,52.32191088594772,21.29150390625,52.335339071889386,2.2364904725472474,food_accessibility,0.6071789686552073,1.9569152294733445,6.077461013482249,0.6071789686552073,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5380_8110.png,5380_8110.png,8110,5380,-1.7907714788090388,52.42252262074427,-1.8017578125,52.415822612378776,-1.77978515625,52.42922227795512,2.227397622826063,food_accessibility,0.7034559643255296,3.586198249720109,35.096584537744576,0.7034559643255296,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9860_5512.png,9860_5512.png,5512,9860,-58.87573243781711,-34.388778937339964,-58.88671875,-34.39784494644986,-58.86474609375,-34.37971258046219,4.064078492696717,digital_total_cell_intensity,0.495014245014245,4.352972675960638,76.70912395986343,0.495014245014245,seen_city,train_indicator,train
Birmingham,Birmingham,United Kingdom,High income,Europe & Central Asia,north,5376_8088.png,5376_8088.png,8088,5376,-2.274169918541987,52.4760887079316,-2.28515625,52.469396842762045,-2.26318359375,52.48278022207821,2.221777101519253,food_accessibility,0.2374581939799331,2.2378087673765226,8.372770848062114,0.2374581939799331,seen_city,train_indicator,train
Perth,Perth,Australia,High income,East Asia & Pacific,south,9718_13465.png,9718_13465.png,13465,9718,115.87280272419667,-31.77487731474904,115.86181640625,-31.78421688448737,115.8837890625,-31.765537409484374,4.308668303288435,digital_total_cell_intensity,0.3502747252747252,3.883915217993163,47.61417806009235,0.3502747252747252,seen_city,train_indicator,train
Buenos Aires,Buenos Aires,Argentina,Upper middle income,Latin America & Caribbean ,south,9875_5513.png,9875_5513.png,5513,9875,-58.85375978127605,-34.6603220465549,-58.86474609375,-34.66935854524544,-58.8427734375,-34.65128519895414,4.037816861786267,education_accessibility,0.4700854700854701,1.7576057071725115,4.798537364250513,0.4700854700854701,seen_city,train_indicator,train
Warsaw,Warsaw,Poland,High income,Europe & Central Asia,north,5413_9141.png,5413_9141.png,9141,5413,20.863037108731632,51.978113150838105,20.85205078125,51.97134580885172,20.8740234375,51.98488013991663,2.2717910507181407,food_accessibility,0.5844287158746209,1.8898463817682545,5.618351903430811,0.5844287158746209,seen_city,train_indicator,train
Algiers,Algiers,Algeria,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",north,6397_8317.png,6397_8317.png,8317,6397,2.757568357428972,36.64197748861714,2.74658203125,36.63316209558656,2.7685546875,36.6507925250347,3.84133509642168,digital_total_cell_intensity,0.7102272727272727,5.457662359957606,233.5484930640462,0.7102272727272727,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5482_8498.png,5482_8498.png,8498,5482,6.734619129533498,51.03448529581464,6.7236328125,51.027576337802415,6.74560546875,51.04139389812637,2.368819910706455,education_accessibility,0.8295687885010267,3.5127105639286302,32.53905443800478,0.8295687885010267,seen_city,train_indicator,train
Dazhou,Dazhou,China,Upper middle income,East Asia & Pacific,north,6701_13083.png,6701_13083.png,13083,6701,107.47924806959534,31.09998149344951,107.46826171875,31.09057409495418,107.490234375,31.10938856081496,4.3753577208251695,digital_total_cell_intensity,0.2,1.272207468179869,2.568721713334844,0.2,seen_city,train_indicator,train
Cologne,Cologne,Germany,High income,Europe & Central Asia,north,5478_8515.png,5478_8515.png,8515,5478,7.108154287633466,51.08972258114562,7.09716796875,51.08282186160977,7.119140625,51.096622945029935,2.3627582892834003,population_count,0.809719370294319,8.328502275630862,,0.809719370294319,seen_city,train_indicator,train
Phoenix,Phoenix,United States,High income,North America,north,6559_3097.png,6559_3097.png,3097,6559,-111.93969727373832,33.73347639217807,-111.95068359375,33.7243396617476,-111.9287109375,33.74261277734688,4.124575275449853,food_accessibility,0.4598600247015232,0.3563700127827443,0.4281358790439881,0.4598600247015232,seen_city,train_indicator,train
